Type,Identification,Field,Locale,Status,Default content,Translated content
METAFIELD,'20169566060592,value,fr,,Rosmarinus officinalis verbenoniferum,
METAFIELD,'20169566093360,value,fr,,829850310912,
METAFIELD,'20169566126128,value,fr,,313216,
METAFIELD,'20169566158896,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169566191664,value,fr,,80054212,
METAFIELD,'20169566224432,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169566257200,value,fr,,The essential oil of Rosemary - CT Verbenone is used in aromatherapy to relieve indigestion and as a liver tonic as well as to stimulate hair regrowth and fight dandruff.,
METAFIELD,'20169566289968,value,fr,,France,
METAFIELD,'20169566322736,value,fr,,Divine Essence,
METAFIELD,'20169566355504,value,fr,,30.0ml,
METAFIELD,'20169566388272,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169566421040,value,fr,,"Lavender - Fine

",
METAFIELD,'20169566453808,value,fr,,na,
METAFIELD,'20169566486576,value,fr,,Lavandula angustifolia,
METAFIELD,'20169566519344,value,fr,,829850166939,
METAFIELD,'20169566552112,value,fr,,313413,
METAFIELD,'20169566584880,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169566617648,value,fr,,80047401,
METAFIELD,'20169566650416,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169566683184,value,fr,,"Lavender fine essential oil is used in aromatherapy for its relaxant properties (sedative, calming, nervine) to help relieve nervousness, irritability and worry and to help with sleep.",
METAFIELD,'20169566715952,value,fr,,Canada,
METAFIELD,'20169567469616,value,fr,,Divine Essence,
METAFIELD,'20169567502384,value,fr,,15.0ml,
METAFIELD,'20169567535152,value,fr,,"Canadian

GMO Free

Vegetarian

Vegan

",
METAFIELD,'20169567567920,value,fr,,"Lavender fine essential oil is used in aromatherapy for its relaxant properties (sedative, calming, nervine) to help relieve nervousness, irritability and worry and to help with sleep

",
METAFIELD,'20169567600688,value,fr,,na,
METAFIELD,'20169567633456,value,fr,,Lavandula angustifolia Flowering tops,
METAFIELD,'20169567666224,value,fr,,829850166724,
METAFIELD,'20169567698992,value,fr,,313367,
METAFIELD,'20169567731760,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169567764528,value,fr,,80047401,
METAFIELD,'20169567797296,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169567830064,value,fr,,"Lavender fine essential oil is used in aromatherapy for its relaxant properties (sedative, calming, nervine) to help relieve nervousness, irritability and worry and to help with sleep.",
METAFIELD,'20169567862832,value,fr,,Bulgaria,
METAFIELD,'20169567895600,value,fr,,Divine Essence,
METAFIELD,'20169567928368,value,fr,,5.0ml,
METAFIELD,'20169567961136,value,fr,,"Canadian

GMO Free

",
METAFIELD,'20169567993904,value,fr,,"Since time immemorial, the rose has been famous for its beauty and its unique fragrance

 A metaphor for love and beauty bearing an enormous variety of colours and scents, the rose embodies the passions of the heart

 Ubiquitous in perfumery, the rose is frequently the middle or heart note of many perfumes

 The damask Rose is largely grown in Morocco, Bulgaria and Turkey

 Like a hard-won romance, distilling the essential oil of Rose is time-consuming and costly: it takes 4 tons of rose petals to produce only 1kg of the essential oil

",
METAFIELD,'20169568026672,value,fr,,na,
METAFIELD,'20169568059440,value,fr,,Rosa x damascena,
METAFIELD,'20169568092208,value,fr,,829850318710,
METAFIELD,'20169568124976,value,fr,,313190,
METAFIELD,'20169568157744,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169568190512,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169568223280,value,fr,,"Rose Absolute pleasantly perfumes homemade beauty products. It is often used in perfumery to make floral fragrances and is known for its rich, opulent, flowery scent.",
METAFIELD,'20169568256048,value,fr,,Bulgaria,
METAFIELD,'20169568288816,value,fr,,Divine Essence,
METAFIELD,'20169568321584,value,fr,,100.0ml,
METAFIELD,'20169568354352,value,fr,,"Canadian

Organic

GMO Free

",
METAFIELD,'20169568387120,value,fr,,"Lemon-scented Eucalyptus is an enormous tree capable of reaching 35 meters in height

 Found originally in Australia, its leaves exude a lemony scent

 The tree also thrives in the temperate climes of many Mediterranean countries as well as in North America and in southerly climes such as Brazil and Chile

",
METAFIELD,'20169568419888,value,fr,,na,
METAFIELD,'20169568452656,value,fr,,Eucalyptus citriodora,
METAFIELD,'20169568485424,value,fr,,829850098988,
METAFIELD,'20169568518192,value,fr,,313194,
METAFIELD,'20169568550960,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169568583728,value,fr,,80047245,
METAFIELD,'20169568616496,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169568649264,value,fr,,Eucalyptus Lemon-scented essential oil is used in aromatherapy to relieve arthritic and rheumatic pain.,
METAFIELD,'20169568682032,value,fr,,Madagascar,
METAFIELD,'20169569402928,value,fr,,Divine Essence,
METAFIELD,'20169569468464,value,fr,,15.0ml,
METAFIELD,'20169569534000,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169569599536,value,fr,,"Rosemary - Cineole Type Essential Oil

",
METAFIELD,'20169569665072,value,fr,,"ENG: The essential oil of Rosemary CT Cineole is used in aromatherapy to relieve the symptoms of chronic bronchitis, sinusitis, cough, as well as general fatigue and exhaustion. Topical (Adults): Mix 2 to 5 drops in 1/2 teaspoon (2.5 ml) of vegetable oil; apply on the affected part, 3 times a day. Inhalation: Add 4 to 12 drops in a bowl of hot water or put in a diffuser. Inhale slowly for 5-10 minutes. /FR: L’huile essentielle de Romarin CT Cinéole est utilisée en aromathérapie pour soulager les symptômes de bronchite chronique, de sinusite, de toux, ainsi que la fatigue générale et l’épuisement. Topique (Adultes) : Mélanger 2 à 5 gouttes dans 1/2 cuillère à thé (2,5 ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour. Inhalation : Ajouter 4 à 12 gouttes dans un bol d'eau chaude ou mettre dans un diffuseur. Inhaler lentement pendant 5-10 minutes.",
METAFIELD,'20169569697840,value,fr,,Rosmarinus officinalis cineoliferum,
METAFIELD,'20169569730608,value,fr,,829850308926,
METAFIELD,'20169569763376,value,fr,,313244,
METAFIELD,'20169569796144,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169569828912,value,fr,,80058453,
METAFIELD,'20169569861680,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169569894448,value,fr,,"The essential oil of Rosemary CT Cineole is used in aromatherapy to relieve the symptoms of chronic bronchitis, sinusitis, cough, as well as general fatigue and exhaustion.",
METAFIELD,'20169569927216,value,fr,,Morocco,
METAFIELD,'20169569992752,value,fr,,Divine Essence,
METAFIELD,'20169570025520,value,fr,,15.0ml,
METAFIELD,'20169570058288,value,fr,,"Canadian

GMO Free

",
METAFIELD,'20169570091056,value,fr,,"Elemi essential oil is known for its soothing and purifying properties and is used to treat skin irritations

 As a cosmetic, it helps minimize skin imperfections

 When diffused in the air, its lemony fragrance helps balance and center the mind

",
METAFIELD,'20169570123824,value,fr,,na,
METAFIELD,'20169570156592,value,fr,,Canarium luzonicum,
METAFIELD,'20169570189360,value,fr,,829850084820,
METAFIELD,'20169570222128,value,fr,,313196,
METAFIELD,'20169570254896,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169570287664,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169570320432,value,fr,,"Elemi essential oil is known for its soothing and purifying properties and is used to treat skin irritations. As a cosmetic, it helps minimize skin imperfections. When diffused in the air, its lemony fragrance helps balance and center the mind.",
METAFIELD,'20169570353200,value,fr,,Philippines,
METAFIELD,'20169570385968,value,fr,,Divine Essence,
METAFIELD,'20169570418736,value,fr,,15.0ml,
METAFIELD,'20169570451504,value,fr,,"Canadian

Organic

GMO Free

Vegan

Gluten Free

",
METAFIELD,'20169570484272,value,fr,,"used in aromatherapy as an astringent and venous tonic for varicose veins and hemorrhoids.

Organic, certified by ECOCERT® ICO

Fresh, resinous, rustic, woody odor.

",
METAFIELD,'20169570517040,value,fr,,"ENG: Cypress-Evergreen essential oil is used in aromatherapy as an astringent and venous tonic for varicose veins and hemorrhoids. Topical (Adults): Mix 2 to 3 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply locally 3 times a day. / FR: L'huile essentielle de Cyprès-Evergreen est utilisee en aromatherapie comme tonique astringent et veineux pour les varices et les hemorroïdes. Topique (Adultes) : Mélanger 2 à 3 gouttes dans 1/2 cuillère à thé (2,5ml) d'huile végétale ; appliquer localement 3 fois par jour.",
METAFIELD,'20169570549808,value,fr,,Cupressus sempervirens,
METAFIELD,'20169570582576,value,fr,,829850082925,
METAFIELD,'20169570615344,value,fr,,313248,
METAFIELD,'20169570648112,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169570680880,value,fr,,80050058,
METAFIELD,'20169570713648,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169570746416,value,fr,,Cypress-Evergreen essential oil is used in aromatherapy as an astringent and venous tonic for varicose veins and hemorrhoids.,
METAFIELD,'20169570779184,value,fr,,Canada,
METAFIELD,'20169571631152,value,fr,,Divine Essence,
METAFIELD,'20169571663920,value,fr,,15.0ml,
METAFIELD,'20169571696688,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169571729456,value,fr,,"Spruce - Black Essential Oil

",
METAFIELD,'20169571762224,value,fr,,"ENG: Spruce -Black essential oil is used in aromatherapy as a nerve tonic and to help relieve joint and muscle pain associated with sprains, strains and rheumatoid arthritis. Topical (Adults): Mix 1 to 2 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply to the affected area 3 times a day. Inhalation (Nervous syst.): Add 4 to 12 drops to a bowl of steaming hot water or a diffuser. Inhale slowly for 5-10 minutes. / FR: L'huile essentielle d'epinette est utilisee en aromatherapie comme tonique nerveux et aide à soulager les douleurs articulaires et musculaires associees aux entorses, aux foulures et à la polyarthrite rhumatoïde. Topique (Adultes) : Mélanger 1 à 2 gouttes dans 1/2 cuillère à thé (2,5 ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour.
Inhalation (Syst. nerveux) : Ajouter 4 à 12 gouttes dans un bol d'eau bouillante ou un diffuseur. Inhaler lentement pendant 5-10 minutes.",
METAFIELD,'20169571794992,value,fr,,Picea mariana,
METAFIELD,'20169571827760,value,fr,,829850092924,
METAFIELD,'20169571860528,value,fr,,313239,
METAFIELD,'20169571893296,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169571926064,value,fr,,80061636,
METAFIELD,'20169571958832,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169571991600,value,fr,,"Spruce -Black essential oil is used in aromatherapy as a nerve tonic and to help relieve joint and muscle pain associated with sprains, strains and rheumatoid arthritis.",
METAFIELD,'20169572024368,value,fr,,Canada,
METAFIELD,'20169572155440,value,fr,,Divine Essence,
METAFIELD,'20169572188208,value,fr,,15.0ml,
METAFIELD,'20169572220976,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169572253744,value,fr,,"Cedarwood - Atlas Essential Oil

",
METAFIELD,'20169572286512,value,fr,,"Cedarwood essential oil is used in aromatherapy as a lymphotonic to help stimulate lymphatic circulation and to soothe minor skin ailments. L'huile essentielle de bois de cèdre est utilisee en aromatherapie comme lymphotonique pour stimuler la circulation lymphatique et soulager les affections mineures de la peau. Topical (Adults): Mix 2 to 5 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply locally 3 times a day. Topique (Adultes): Mélanger 2 à 5 gouttes dans 1/2 cuillère à thé (2,5 ml) d'huile végétale; appliquer localement 3 fois par jour.",
METAFIELD,'20169572319280,value,fr,,Cedrus atlantica,
METAFIELD,'20169572352048,value,fr,,829850050924,
METAFIELD,'20169572384816,value,fr,,313300,
METAFIELD,'20169572417584,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169572450352,value,fr,,80049738,
METAFIELD,'20169572483120,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169572515888,value,fr,,Cedarwood essential oil is used in aromatherapy as a lymphotonic to help stimulate lymphatic circulation and to soothe minor skin ailments.,
METAFIELD,'20169572548656,value,fr,,Morocco,
METAFIELD,'20169572614192,value,fr,,Divine Essence,
METAFIELD,'20169572646960,value,fr,,5.0ml,
METAFIELD,'20169572679728,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169572712496,value,fr,,"Everlasting (Immortelle) Essential Oil

",
METAFIELD,'20169572745264,value,fr,,"ENG: Everlasting – Immortelle essential oil is used in aromatherapy to help relieve minor skin irritations, cuts, bruises and minor burns as well as for symptomatic relief of eczema and dermatitis. Topical (Adults): Mix 1 drop in 1 teaspoon (5ml) of vegetable oil; apply locally, 3 times daily. FR: Everlasting - L'huile essentielle d'Immortelle est utilisee en aromatherapie pour aider à soulager les irritations mineures de la peau, les coupures, les ecchymoses et les brûlures mineures, ainsi que pour soulager les symptômes de l'eczema et de la dermatite. Topique (Adultes) : Mélanger 1 goutte dans 1 cuillère à thé (5ml) d'huile végétale ; appliquer localement, 3 fois par jour.",
METAFIELD,'20169572778032,value,fr,,Helichrysum italicum,
METAFIELD,'20169572810800,value,fr,,829850140915,
METAFIELD,'20169572843568,value,fr,,313200,
METAFIELD,'20169572876336,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169572909104,value,fr,,80058625,
METAFIELD,'20169572941872,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169572974640,value,fr,,"Everlasting – Immortelle essential oil is used in aromatherapy to help relieve minor skin irritations, cuts, bruises and minor burns as well as for symptomatic relief of eczema and dermatitis.",
METAFIELD,'20169573007408,value,fr,,France,
METAFIELD,'20169573859376,value,fr,,Divine Essence,
METAFIELD,'20169573892144,value,fr,,5.0ml,
METAFIELD,'20169573924912,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169573957680,value,fr,,"Carrot Essential Oil

",
METAFIELD,'20169573990448,value,fr,,"Carrot essential oil is used in aromatherapy for the symptomatic relief of acne, boils, eczema and dermatitis. Topical (Adults): Mix 1 to 2 drops in 1/2 teaspoon (2.5 ml) of vegetable oil; apply to the affected area 3 times a day.",
METAFIELD,'20169574023216,value,fr,,Daucus carota,
METAFIELD,'20169574055984,value,fr,,829850044916,
METAFIELD,'20169574088752,value,fr,,313201,
METAFIELD,'20169574121520,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169574154288,value,fr,,80069436,
METAFIELD,'20169574187056,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169574219824,value,fr,,"Carrot essential oil is used in aromatherapy for the symptomatic relief of acne, boils, eczema and dermatitis.",
METAFIELD,'20169574252592,value,fr,,France,
METAFIELD,'20169574318128,value,fr,,Divine Essence,
METAFIELD,'20169574350896,value,fr,,15.0ml,
METAFIELD,'20169574383664,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169574416432,value,fr,,"Anise - Star Essential Oil

",
METAFIELD,'20169574449200,value,fr,,Topical (Adults): Mix 1 to 2 drops in 1 teaspoon (5ml) of vegetable oil; apply to abdomen 3 times per day,
METAFIELD,'20169574481968,value,fr,,Illicium verum,
METAFIELD,'20169574514736,value,fr,,829850005924,
METAFIELD,'20169574547504,value,fr,,313202,
METAFIELD,'20169574580272,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169574613040,value,fr,,80055562,
METAFIELD,'20169574645808,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169574678576,value,fr,,"Anise star essential oil is used in aromatherapy as an antispasmodic to relieve colic, indigestion, bloating and abdominal cramps.",
METAFIELD,'20169574711344,value,fr,,Canada,
METAFIELD,'20169574744112,value,fr,,Divine Essence,
METAFIELD,'20169574776880,value,fr,,5.0ml,
METAFIELD,'20169574809648,value,fr,,"Canadian

Organic

GMO Free

Vegan

Gluten Free

",
METAFIELD,'20169574842416,value,fr,,"Used in aromatherapy to relieve symptoms related to rheumatoid arthritis.

Helps relieve eczema, dermatitis, acne and boil symptoms.

Organic, certified by ECOCERT® ICO

",
METAFIELD,'20169574875184,value,fr,,"ENG: Juniper Berry essential oil is used in aromatherapy to relieve symptoms related to rheumatoid arthritis as well as to help relieve eczema, dermatitis, acne and boil symptoms.Topical (Adults): Mix 1 to 2 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply locally, 3 times daily. / FR: L’huile essentielle de Genévrier Baie est utilisée en aromathérapie pour aider à soulager la douleur articulaire associée à la polyarthrite rhumatoïde ainsi que pour le soulagement symptomatique de l’eczéma, de la dermatite, de l’acné et des furoncles. Topique (Adultes) : Mélanger 1 à 2 gouttes dans 1/2 cuillère à thé (2,5ml) d'huile végétale ; appliquer localement, 3 fois par jour.",
METAFIELD,'20169574907952,value,fr,,Juniperus communis ssp communis,
METAFIELD,'20169574940720,value,fr,,829850120917,
METAFIELD,'20169574973488,value,fr,,313203,
METAFIELD,'20169575006256,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169575039024,value,fr,,80057642,
METAFIELD,'20169575071792,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169575104560,value,fr,,"Juniper Berry essential oil is used in aromatherapy to relieve symptoms related to rheumatoid arthritis as well as to help relieve eczema, dermatitis, acne and boil symptoms.",
METAFIELD,'20169575137328,value,fr,,Albania,
METAFIELD,'20169575956528,value,fr,,Divine Essence,
METAFIELD,'20169575989296,value,fr,,15.0ml,
METAFIELD,'20169576022064,value,fr,,"Canadian

Organic

GMO Free

Vegan

Gluten Free

",
METAFIELD,'20169576054832,value,fr,,"Helps relieve joint and muscle pain associated with sprains and strains.

Symptomatic relief of digestive discomfort.

Organic, certified by ECOCERT® ICO

",
METAFIELD,'20169576087600,value,fr,,"ENG: Lemongrass Java essential oil is used in aromatherapy as carminative and antispasmodic for the symptomatic relief of digestive discomfort, as well as to help relieve joint and muscle pain associated with sprains and strains. 
Topical (Adults): Mix 1 drop in 1 teaspoon (5ml) of vegetable oil; apply on the affected part, 3 times a day.
Inhalation (digestive system): Add 4 to 12 drops in a bowl of hot water or a diffuser. Inhale slowly and deeply for 5-10 minutes. / FR: L’huile essentielle de Citronnelle Java est utilisée en aromathérapie comme carminatif et antispasmodique pour le soulagement symptomatique de l’inconfort digestif, ainsi que pour aider à soulager la douleur articulaire et musculaire associée aux entorses et aux foulures. Topique (Adultes) : Mélanger 1 goutte dans 1 cuillère à thé (5ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour. 
Inhalation (Syst. digestif): Ajouter 4 à 12 gouttes dans un bol d'eau chaude ou un diffuseur. Inhaler lentement et profondément pendant 5-10 minutes.",
METAFIELD,'20169576120368,value,fr,,Cymbopogon winterianus,
METAFIELD,'20169576153136,value,fr,,829850065928,
METAFIELD,'20169576185904,value,fr,,313204,
METAFIELD,'20169576218672,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169576251440,value,fr,,80056381,
METAFIELD,'20169576284208,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169576316976,value,fr,,Java Citronella essential oil is used in aromatherapy to help relieve joint and muscle pain associated with sprains and strains and as well as a carminative for symptomatic relief of digestive discomfort.,
METAFIELD,'20169576349744,value,fr,,Canada,
METAFIELD,'20169576382512,value,fr,,Divine Essence,
METAFIELD,'20169576415280,value,fr,,15.0ml,
METAFIELD,'20169576448048,value,fr,,"Canadian

GMO Free

Vegan

",
METAFIELD,'20169576480816,value,fr,,"Grapefruit - White Essential Oil

",
METAFIELD,'20169576513584,value,fr,,"ENG: White Grapefruit essential oil is used in aromatherapy to help relieve stress and nervous tension as well as to help relieve edema. Reduces the appearance of cellulite. Topical (Adults): Mix 1 to 4 drops in 1 teaspoon (5ml) of vegetable oil; apply on the affected part, 3 times a day. Inhalation (Nervous System): Add 4 to 12 drops to a bowl of boiling water or a diffuser. Inhale slowly and deeply for 5-10 minutes. / FR: L’huile essentielle de Pamplemousse blanc est utilisée en aromathérapie pour aider à soulager le stress et la tension nerveuse ainsi que pour aider à soulager l’œdème. Réduit l’aspect de la cellulite. Topique (Adultes) : Mélanger 1 à 4 gouttes dans 1 cuillère à thé (5ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour. Inhalation (Syst. nerveux) : Ajouter 4 à 12 gouttes dans un bol d'eau bouillante ou un diffuseur. Inhaler lentement et profondément pendant 5-10 minutes.",
METAFIELD,'20169576546352,value,fr,,Citrus paradisii,
METAFIELD,'20169576579120,value,fr,,829850264727,
METAFIELD,'20169576611888,value,fr,,313205,
METAFIELD,'20169576644656,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169576677424,value,fr,,80058299,
METAFIELD,'20169576710192,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169576742960,value,fr,,White Grapefruit essential oil is used in aromatherapy to help relieve stress and nervous tension as well as to help relieve edema. Reduces the appearance of cellulite.,
METAFIELD,'20169576775728,value,fr,,United States,
METAFIELD,'20169576808496,value,fr,,Divine Essence,
METAFIELD,'20169576841264,value,fr,,5.0ml,
METAFIELD,'20169576874032,value,fr,,"Canadian

Organic

GMO Free

Vegan

Gluten Free

",
METAFIELD,'20169576906800,value,fr,,"Helps relieve minor skin irritations.

Helps relieve insect bites.

Helps to relieve cold and cough symptoms.

",
METAFIELD,'20169576939568,value,fr,,"ENG: Sage – Common essential oil is used in aromatherapy to help relieve minor skin irritations and insect bites and to relieve cold and cough symptoms. Topical (Adults): Mix 1 to 2 drops of essential oil in 1/2 tsp. (2.5 ml) of vegetable oil; apply to the affected area, 3 times per day. Inhalation (Respiratory syst.): Add 4 to 12 drops to a bowl of steaming hot water or a diffuser. Inhale slowly and deeply for 5-10 minutes. / FR: Sauge - L'huile essentielle commune est utilisée en aromathérapie pour aider à soulager les irritations mineures de la peau et les piqûres d'insectes et pour soulager les symptômes du rhume et de la toux. Topique (Adultes) : Mélanger 1 à 2 gouttes dans 1/2 cuillère à thé (2,5ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour. Inhalation (Syst. respiratoire) : Ajouter 4 à 12 gouttes dans un bol d'eau bouillante ou mettre dans un diffuseur. Inhaler lentement et profondément pendant 5-10 minutes.",
METAFIELD,'20169576972336,value,fr,,Salvia officinalis,
METAFIELD,'20169577005104,value,fr,,829850340919,
METAFIELD,'20169577037872,value,fr,,313408,
METAFIELD,'20169577070640,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169577103408,value,fr,,80058016,
METAFIELD,'20169577136176,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169577168944,value,fr,,Sage – Common essential oil is used in aromatherapy to help relieve minor skin irritations and insect bites and to relieve cold and cough symptoms.,
METAFIELD,'20169577201712,value,fr,,Albania,
